t,yaw,pitch,roll,g_horizontal,is_blinking,left_px,left_py,right_px,right_py,trial_index,stimulus_state,stimulus_angle_deg,stimulus_x,stimulus_y,fixation_x,fixation_y
1765400634.1776798,24.177090985359364,179.95592491935196,-0.1876652388545396,0.5186307719736138,0,941,505,1125,510,8,center,,,,543,354
1765400634.308636,23.383841420739564,179.91640894589705,-0.3929663792205245,0.5123016580495632,0,941,506,1125,509,8,center,,,,543,354
1765400634.446041,24.09325883589415,-179.62346497940433,-0.3788284025762007,0.4982171510073097,0,940,506,1125,509,8,center,,,,543,354
1765400634.577353,23.86952746751117,-179.94885875605362,-0.48058050133244506,0.5182070400554881,0,942,506,1127,509,8,center,,,,543,354
1765400634.711648,23.28613291695404,-179.90066744818574,-0.3686219771214313,0.49869949713889367,0,942,507,1126,510,8,center,,,,543,354
1765400634.837721,23.24570982885532,179.71237157276278,-0.509475830342003,0.49869949713889367,0,942,507,1127,510,8,center,,,,543,354
1765400634.973741,23.0792754781534,179.82400801089338,-0.6652796013619191,0.5251068376068376,0,943,507,1128,509,8,gap,,,,543,354
1765400635.113877,22.761513449197565,179.99644050116018,-0.2873845620899674,0.49847972972972976,0,943,507,1129,510,8,gap,,,,543,354
1765400635.2441401,19.731593697362726,179.07887542195746,0.8633014006908071,nan,0,nan,nan,nan,nan,8,target,266.78415807406446,531,144,543,354
1765400635.378064,12.221998525718195,-179.13818166308315,2.797203145181191,0.48840885142255,1,963,508,1158,518,8,target,266.78415807406446,531,144,543,354
1765400635.515362,9.239334585979702,-179.2908821786991,3.605872052137106,nan,0,nan,nan,nan,nan,8,target,266.78415807406446,531,144,543,354
1765400635.645324,-1.3927512907793265,-176.34783656540952,5.37612977768455,0.4774392274392274,1,991,521,1178,537,8,target,266.78415807406446,531,144,543,354
1765400635.780067,-10.430430538702296,-172.73990503729203,7.550342457389615,0.5481986368062317,0,1011,525,1207,545,8,target,266.78415807406446,531,144,543,354
1765400635.912503,-10.63539792259544,-171.30448233809662,8.135603231606702,0.5065635255508673,0,1022,530,1213,554,8,target,266.78415807406446,531,144,543,354
1765400636.046012,-12.957439352011612,-171.2984185198732,8.864015531324167,0.4786324786324786,0,1021,529,1212,556,8,target,266.78415807406446,531,144,543,354
1765400636.1803021,-13.885929861837845,-171.63810341991996,9.212959938957956,0.49406157212064383,0,1024,528,1213,556,8,target,266.78415807406446,531,144,543,354
1765400636.309736,-12.511674109847377,-173.54197620622034,9.069879845083946,0.49367088607594933,0,1020,528,1209,552,8,target,266.78415807406446,531,144,543,354
