t,yaw,pitch,roll,g_horizontal,is_blinking,left_px,left_py,right_px,right_py,trial_index,stimulus_state,stimulus_direction
1763480507.663643,-22.98473451114638,178.3700702897612,17.73245080389932,0.5920833333333333,0,776,472,902,508,5,target,right
1763480507.79697,-24.104125959339108,178.28311314284522,17.278706069664,0.606326530612245,0,776,473,903,508,5,target,right
1763480507.928462,-23.411020890142595,177.6290938342902,17.568417151658693,0.5961224489795918,0,776,472,903,508,5,target,right
1763480508.0644748,-23.24037145572909,176.63245759287034,17.380049089569926,0.613921568627451,0,776,472,902,508,6,center,right
1763480508.1976051,-24.222454408814027,178.29975842349432,17.57330350202063,0.6103723404255319,0,776,473,902,509,6,center,right
1763480508.33163,-23.569794671312923,178.09227120968558,17.40877173046464,0.6061224489795918,0,776,473,902,509,6,center,right
1763480508.46036,-24.458059140419834,178.05980330655495,17.234928146945595,0.6188350340136055,0,776,473,903,509,6,center,right
1763480508.600909,-23.48581883879668,178.28498706485766,17.36274150000503,0.6041666666666666,0,776,473,902,509,6,center,right
1763480508.733214,-23.496057797226396,178.02279922614116,17.18838931905317,0.6186224489795918,0,776,473,902,510,6,center,right
1763480508.8675609,-23.212982714574327,178.24367408877418,17.490680431977886,0.6224489795918368,0,776,473,902,510,6,center,right
1763480509.0008059,-23.44207194956462,178.15120878483017,18.104583346805107,0.765,0,789,474,911,505,6,center,right
1763480509.1325,-30.422212580687425,-179.2550927089774,15.797372063513397,0.7739938080495357,0,799,473,920,502,6,gap,right
1763480509.267158,-31.059026533886662,179.40461722507536,15.85702271499586,0.8073684210526315,0,803,470,924,502,6,gap,right
1763480509.397877,-29.67204115923385,178.8631757252687,15.632935470145226,0.8299879566439181,0,803,474,924,504,6,target,left
1763480509.537138,-34.62030498048593,-179.62884714754287,11.245827449023277,nan,0,nan,nan,nan,nan,6,target,left
1763480509.6602812,-40.086643946871064,-178.01541995057687,6.461939610017714,nan,0,nan,nan,nan,nan,6,target,left
1763480509.801234,-41.09866182128078,-177.17465746625143,6.622409411688902,0.7950404858299596,0,834,485,941,498,6,target,left
1763480509.934177,-41.28045795717188,-177.72503651432123,5.91726650017066,nan,0,nan,nan,nan,nan,6,target,left
1763480510.065902,-28.58690982530752,-177.04432859916153,9.740038230912182,0.5526901669758812,0,768,487,902,506,6,target,left
1763480510.199886,-4.0356127238017905,-179.68544415390903,13.407619421566853,0.6633333333333333,1,739,475,871,505,6,target,left
1763480510.328396,-3.7331919767828694,-178.71341926719316,13.512867430485477,0.7080498866213152,1,737,474,872,506,6,target,left
1763480510.461132,-2.6660733745477705,-178.27357384353394,12.884538095530292,0.6422902494331066,0,736,474,866,504,6,target,left
1763480510.601522,-4.690936723702018,-178.55456488778916,12.691398148869492,0.6355555555555557,1,735,475,866,504,6,target,left
1763480510.728908,-4.449511272454227,-178.9118042986428,12.702317915420373,0.6355555555555557,1,735,475,865,505,6,target,left
1763480510.8655272,-5.618341781384107,-178.98111173049844,12.43410476542571,0.6162962962962963,1,734,475,865,505,6,target,left
1763480510.994693,-2.983757167523575,-178.8360460809341,12.34131933216191,0.7011111111111111,1,737,476,872,507,7,center,left
1763480511.132117,-6.2941867631781045,-178.27210267204012,12.429439734238564,0.674074074074074,1,738,477,870,506,7,center,left
1763480511.271859,-8.248550840460288,-178.96353505522143,12.542571871730678,0.6881016557566423,1,742,480,871,508,7,center,left
